logtime,logn,pred
2.68340729913209,6.92363030668398,2.67635840572731
2.9565045903167,7.22472199269392,2.95593916489413
3.22271647114758,7.52577915470081,3.23548786656009
3.51054501020661,7.82668466176149,3.51489574798105
3.80400305472961,8.12779652232658,3.79449524037003
