logtime,logn,pred
1.72263392253381,3.31132995230379,1.58181035733069
1.75307212412382,3.61235994796777,1.72742257914989
1.81068047523295,3.91338994363176,1.8730348009691
1.90776954182879,4.21441993929574,2.0186470227883
2.05626945317072,4.51544993495972,2.16425924460751
2.26332039030905,4.8164799306237,2.30987146642672
2.48817454104495,5.11750992628768,2.45548368824592
2.72970462133916,5.41853992195166,2.60109591006513
