logtime,logn,pred
2.04139268515822,3.31132995230379,2.12524732820936
2.39794000867204,3.61235994796777,2.48826937045774
2.83695673705955,3.91338994363176,2.85129141270611
3.29819786710982,4.21441993929574,3.21431345495449
3.73150818359603,4.51544993495972,3.57733549720287
4.11065703755803,4.8164799306237,3.94035753945124
4.36535692799023,5.11750992628768,4.30337958169962
4.38458636148552,5.41853992195166,4.666401623948
