expected,m,=,2^20,,,,,,,,,
heap2,run#,8,origin,vertex,35387,65536,65536,92771,1008686,#nodes_visited65536,time(ms)=,14196
heap64,run#,8,origin,vertex,35387,65536,65536,92799,183435,#nodes_visited65536,time(ms)=,11484
heap2,run#,9,origin,vertex,63920,65536,65536,92489,1008103,#nodes_visited65536,time(ms)=,14348
heap64,run#,9,origin,vertex,63920,65536,65536,92508,183531,#nodes_visited65536,time(ms)=,11415
heap2,run#,10,origin,vertex,37741,65536,65536,93109,1009048,#nodes_visited65536,time(ms)=,14255
heap64,run#,10,origin,vertex,37741,65536,65536,93110,183428,#nodes_visited65536,time(ms)=,11375
heap2,run#,11,origin,vertex,12140,65536,65536,93050,1008327,#nodes_visited65536,time(ms)=,14235
heap64,run#,11,origin,vertex,12140,65536,65536,93029,183520,#nodes_visited65536,time(ms)=,11386
heap2,run#,12,origin,vertex,3925,65536,65536,92193,1008109,#nodes_visited65536,time(ms)=,14191
heap64,run#,12,origin,vertex,3925,65536,65536,92218,183419,#nodes_visited65536,time(ms)=,11439
heap2,run#,13,origin,vertex,42436,65536,65536,93013,1009161,#nodes_visited65536,time(ms)=,14360
heap64,run#,13,origin,vertex,42436,65536,65536,93023,183316,#nodes_visited65536,time(ms)=,11559
heap2,run#,14,origin,vertex,63605,65536,65536,92340,1007761,#nodes_visited65536,time(ms)=,14245
heap64,run#,14,origin,vertex,63605,65536,65536,92316,183355,#nodes_visited65536,time(ms)=,11386
heap2,run#,15,origin,vertex,27897,65536,65536,92636,1008947,#nodes_visited65536,time(ms)=,14380
heap64,run#,15,origin,vertex,27897,65536,65536,92630,183450,#nodes_visited65536,time(ms)=,11702
heap2,run#,16,origin,vertex,56692,65536,65536,92899,1008565,#nodes_visited65536,time(ms)=,14521
heap64,run#,16,origin,vertex,56692,65536,65536,92847,183543,#nodes_visited65536,time(ms)=,11614
heap2,run#,17,origin,vertex,58408,65536,65536,92208,1008401,#nodes_visited65536,time(ms)=,14383
heap64,run#,17,origin,vertex,58408,65536,65536,92228,183540,#nodes_visited65536,time(ms)=,11623
heap2,run#,18,origin,vertex,4082,65536,65536,92713,1008597,#nodes_visited65536,time(ms)=,14492
heap64,run#,18,origin,vertex,4082,65536,65536,92688,183374,#nodes_visited65536,time(ms)=,11935
heap2,run#,19,origin,vertex,52406,65536,65536,92674,1008374,#nodes_visited65536,time(ms)=,14482
heap64,run#,19,origin,vertex,52406,65536,65536,92685,183558,#nodes_visited65536,time(ms)=,11549
heap2,run#,20,origin,vertex,42229,65536,65536,93026,1008227,#nodes_visited65536,time(ms)=,14454
heap64,run#,20,origin,vertex,42229,65536,65536,93037,183494,#nodes_visited65536,time(ms)=,11619
heap2,run#,21,origin,vertex,48671,65536,65536,92845,1008805,#nodes_visited65536,time(ms)=,14536
heap64,run#,21,origin,vertex,48671,65536,65536,92813,183358,#nodes_visited65536,time(ms)=,11662
heap2,run#,22,origin,vertex,52848,65536,65536,92722,1008530,#nodes_visited65536,time(ms)=,14390
heap64,run#,22,origin,vertex,52848,65536,65536,92732,183417,#nodes_visited65536,time(ms)=,11256
heap2,run#,23,origin,vertex,42506,65536,65536,92441,1007957,#nodes_visited65536,time(ms)=,14082
heap64,run#,23,origin,vertex,42506,65536,65536,92419,183434,#nodes_visited65536,time(ms)=,11320
heap2,run#,24,origin,vertex,36092,65536,65536,92568,1007635,#nodes_visited65536,time(ms)=,14154
heap64,run#,24,origin,vertex,36092,65536,65536,92552,183311,#nodes_visited65536,time(ms)=,11348
heap2,run#,25,origin,vertex,725,65536,65536,92470,1008806,#nodes_visited65536,time(ms)=,14170
heap64,run#,25,origin,vertex,725,65536,65536,92473,183405,#nodes_visited65536,time(ms)=,11316
heap2,run#,26,origin,vertex,45884,65536,65536,93019,1007956,#nodes_visited65536,time(ms)=,14603
heap64,run#,26,origin,vertex,45884,65536,65536,93024,183409,#nodes_visited65536,time(ms)=,11865
heap2,run#,27,origin,vertex,35577,65536,65536,92546,1008374,#nodes_visited65536,time(ms)=,14236
heap64,run#,27,origin,vertex,35577,65536,65536,92544,183441,#nodes_visited65536,time(ms)=,11442
heap2,run#,28,origin,vertex,6045,65536,65536,92726,1008892,#nodes_visited65536,time(ms)=,14458
heap64,run#,28,origin,vertex,6045,65536,65536,92738,183346,#nodes_visited65536,time(ms)=,11523
heap2,run#,29,origin,vertex,13340,65536,65536,92585,1008953,#nodes_visited65536,time(ms)=,14263
heap64,run#,29,origin,vertex,13340,65536,65536,92570,183299,#nodes_visited65536,time(ms)=,11621
heap2,run#,30,origin,vertex,23898,65536,65536,93090,1009011,#nodes_visited65536,time(ms)=,14415
heap64,run#,30,origin,vertex,23898,65536,65536,93065,183485,#nodes_visited65536,time(ms)=,11584
----------------------,,,,,,#insert,#delete,#update,#swap,,,
i=,17,n=,131072,m=,1048504,65536,65536,92706,7118644068,588929,440677966,,,12902,1016949153
heap2,run#,1,origin,vertex,53432,131033,131033,105263,2042426,#nodes_visited131033,time(ms)=,25889
heap64,run#,1,origin,vertex,53432,131033,131033,105271,377148,#nodes_visited131033,time(ms)=,21166
heap2,run#,2,origin,vertex,107091,131033,131033,105535,2044303,#nodes_visited131033,time(ms)=,25486
heap64,run#,2,origin,vertex,107091,131033,131033,105520,377240,#nodes_visited131033,time(ms)=,21378
heap2,run#,3,origin,vertex,65198,131033,131033,105006,2043998,#nodes_visited131033,time(ms)=,26060
heap64,run#,3,origin,vertex,65198,131033,131033,104989,377207,#nodes_visited131033,time(ms)=,20814
heap2,run#,4,origin,vertex,10174,131033,131033,105116,2042931,#nodes_visited131033,time(ms)=,25907
heap64,run#,4,origin,vertex,10174,131033,131033,105097,376904,#nodes_visited131033,time(ms)=,21057
heap2,run#,5,origin,vertex,35516,131033,131033,105715,2043542,#nodes_visited131033,time(ms)=,26196
heap64,run#,5,origin,vertex,35516,131033,131033,105758,377033,#nodes_visited131033,time(ms)=,21549
heap2,run#,6,origin,vertex,6940,131033,131033,105174,2042442,#nodes_visited131033,time(ms)=,25840
heap64,run#,6,origin,vertex,6940,131033,131033,105191,377105,#nodes_visited131033,time(ms)=,20830
heap2,run#,7,origin,vertex,117106,131033,131033,105380,2042674,#nodes_visited131033,time(ms)=,26585
heap64,run#,7,origin,vertex,117106,131033,131033,105378,377227,#nodes_visited131033,time(ms)=,20602
heap2,run#,8,origin,vertex,126829,131033,131033,105447,2042834,#nodes_visited131033,time(ms)=,25684
heap64,run#,8,origin,vertex,126829,131033,131033,105428,376828,#nodes_visited131033,time(ms)=,20815
heap2,run#,9,origin,vertex,113543,131033,131033,105187,2042705,#nodes_visited131033,time(ms)=,25574
heap64,run#,9,origin,vertex,113543,131033,131033,105177,377046,#nodes_visited131033,time(ms)=,20881
heap2,run#,10,origin,vertex,50232,131033,131033,105547,2042368,#nodes_visited131033,time(ms)=,26407
heap64,run#,10,origin,vertex,50232,131033,131033,105551,377094,#nodes_visited131033,time(ms)=,20741
heap2,run#,11,origin,vertex,55637,131033,131033,105394,2044006,#nodes_visited131033,time(ms)=,26138
heap64,run#,11,origin,vertex,55637,131033,131033,105406,377092,#nodes_visited131033,time(ms)=,21019
heap2,run#,12,origin,vertex,106252,131033,131033,105665,2043253,#nodes_visited131033,time(ms)=,25620
heap64,run#,12,origin,vertex,106252,131033,131033,105644,377091,#nodes_visited131033,time(ms)=,21068
heap2,run#,13,origin,vertex,53680,131033,131033,105266,2043463,#nodes_visited131033,time(ms)=,25495
heap64,run#,13,origin,vertex,53680,131033,131033,105277,377004,#nodes_visited131033,time(ms)=,20867
heap2,run#,14,origin,vertex,16824,131033,131033,105167,2042931,#nodes_visited131033,time(ms)=,25722
heap64,run#,14,origin,vertex,16824,131033,131033,105159,377073,#nodes_visited131033,time(ms)=,20479
heap2,run#,15,origin,vertex,26922,131033,131033,105704,2043009,#nodes_visited131033,time(ms)=,25708
heap64,run#,15,origin,vertex,26922,131033,131033,105730,376967,#nodes_visited131033,time(ms)=,20775
heap2,run#,16,origin,vertex,110856,131033,131033,105129,2043107,#nodes_visited131033,time(ms)=,25493
heap64,run#,16,origin,vertex,110856,131033,131033,105135,377035,#nodes_visited131033,time(ms)=,20804
heap2,run#,17,origin,vertex,79949,131033,131033,105225,2042802,#nodes_visited131033,time(ms)=,25549
heap64,run#,17,origin,vertex,79949,131033,131033,105225,377017,#nodes_visited131033,time(ms)=,20919
heap2,run#,18,origin,vertex,61389,131033,131033,105373,2042413,#nodes_visited131033,time(ms)=,25866
heap64,run#,18,origin,vertex,61389,131033,131033,105347,376973,#nodes_visited131033,time(ms)=,21089
heap2,run#,19,origin,vertex,7143,131033,131033,105485,2042517,#nodes_visited131033,time(ms)=,25294
heap64,run#,19,origin,vertex,7143,131033,131033,105492,376914,#nodes_visited131033,time(ms)=,20584
heap2,run#,20,origin,vertex,30197,131033,131033,105452,2042705,#nodes_visited131033,time(ms)=,25370
heap64,run#,20,origin,vertex,30197,131033,131033,105456,377185,#nodes_visited131033,time(ms)=,20556
heap2,run#,21,origin,vertex,130606,131033,131033,105557,2043796,#nodes_visited131033,time(ms)=,25556
heap64,run#,21,origin,vertex,130606,131033,131033,105581,376728,#nodes_visited131033,time(ms)=,20565
heap2,run#,22,origin,vertex,54498,131033,131033,104996,2043505,#nodes_visited131033,time(ms)=,25333
heap64,run#,22,origin,vertex,54498,131033,131033,105004,377105,#nodes_visited131033,time(ms)=,20437
heap2,run#,23,origin,vertex,122683,131033,131033,105565,2042764,#nodes_visited131033,time(ms)=,25538
heap64,run#,23,origin,vertex,122683,131033,131033,105544,377113,#nodes_visited131033,time(ms)=,20568
heap2,run#,24,origin,vertex,32116,131033,131033,105489,2043038,#nodes_visited131033,time(ms)=,25374
heap64,run#,24,origin,vertex,32116,131033,131033,105491,376865,#nodes_visited131033,time(ms)=,20576
heap2,run#,25,origin,vertex,19490,131033,131033,105413,2043061,#nodes_visited131033,time(ms)=,25437
heap64,run#,25,origin,vertex,19490,131033,131033,105436,377338,#nodes_visited131033,time(ms)=,20525
heap2,run#,26,origin,vertex,125202,131033,131033,105445,2043759,#nodes_visited131033,time(ms)=,25427
heap64,run#,26,origin,vertex,125202,131033,131033,105459,377191,#nodes_visited131033,time(ms)=,20828
heap2,run#,27,origin,vertex,30849,131033,131033,105223,2043544,#nodes_visited131033,time(ms)=,26203
heap64,run#,27,origin,vertex,30849,131033,131033,105215,377020,#nodes_visited131033,time(ms)=,20810
heap2,run#,28,origin,vertex,120194,131033,131033,105165,2044276,#nodes_visited131033,time(ms)=,25363
heap64,run#,28,origin,vertex,120194,131033,131033,105203,377015,#nodes_visited131033,time(ms)=,20453
heap2,run#,29,origin,vertex,92910,131033,131033,104944,2043419,#nodes_visited131033,time(ms)=,25257
heap64,run#,29,origin,vertex,92910,131033,131033,104943,377245,#nodes_visited131033,time(ms)=,20413
heap2,run#,30,origin,vertex,118151,131033,131033,105408,2042475,#nodes_visited131033,time(ms)=,25211
heap64,run#,30,origin,vertex,118151,131033,131033,105377,377112,#nodes_visited131033,time(ms)=,20550
----------------------,,,,,,#insert,#delete,#update,#swap,,,
i=,18,n=,262144,m=,1048101,131033,131033,105350,101694915,1195992,45762712,,,23193,406779661
heap2,run#,1,origin,vertex,35222,256946,256946,83206,3984974,#nodes_visited256946,time(ms)=,26031
heap64,run#,1,origin,vertex,35222,256946,256946,83225,746834,#nodes_visited256946,time(ms)=,21160
heap2,run#,2,origin,vertex,13820,256946,256946,82636,3986579,#nodes_visited256946,time(ms)=,26005
heap64,run#,2,origin,vertex,13820,256946,256946,82643,746727,#nodes_visited256946,time(ms)=,21134
heap2,run#,3,origin,vertex,165014,256946,256946,83196,3986211,#nodes_visited256946,time(ms)=,26138
heap64,run#,3,origin,vertex,165014,256946,256946,83179,747083,#nodes_visited256946,time(ms)=,21284
heap2,run#,4,origin,vertex,133538,256946,256946,83033,3984006,#nodes_visited256946,time(ms)=,26077
heap64,run#,4,origin,vertex,133538,256946,256946,83036,746983,#nodes_visited256946,time(ms)=,21202
heap2,run#,5,origin,vertex,144239,256946,256946,83683,3986467,#nodes_visited256946,time(ms)=,26643
heap64,run#,5,origin,vertex,144239,256946,256946,83673,747039,#nodes_visited256946,time(ms)=,22273
heap2,run#,6,origin,vertex,199236,256946,256946,82772,3986856,#nodes_visited256946,time(ms)=,27181
heap64,run#,6,origin,vertex,199236,256946,256946,82771,746980,#nodes_visited256946,time(ms)=,21264
heap2,run#,7,origin,vertex,24608,256946,256946,83096,3985927,#nodes_visited256946,time(ms)=,26370
heap64,run#,7,origin,vertex,24608,256946,256946,83109,747060,#nodes_visited256946,time(ms)=,21320
heap2,run#,8,origin,vertex,206319,256946,256946,83335,3985446,#nodes_visited256946,time(ms)=,26186
heap64,run#,8,origin,vertex,206319,256946,256946,83335,746912,#nodes_visited256946,time(ms)=,21414
heap2,run#,9,origin,vertex,239174,256946,256946,83080,3985072,#nodes_visited256946,time(ms)=,26183
heap64,run#,9,origin,vertex,239174,256946,256946,83076,746982,#nodes_visited256946,time(ms)=,21303
heap2,run#,10,origin,vertex,219591,256946,256946,82876,3986096,#nodes_visited256946,time(ms)=,26366
heap64,run#,10,origin,vertex,219591,256946,256946,82873,747013,#nodes_visited256946,time(ms)=,21705
heap2,run#,11,origin,vertex,25101,256946,256946,82957,3986074,#nodes_visited256946,time(ms)=,26105
heap64,run#,11,origin,vertex,25101,256946,256946,82937,746755,#nodes_visited256946,time(ms)=,21095
heap2,run#,12,origin,vertex,218239,256946,256946,83065,3985778,#nodes_visited256946,time(ms)=,26120
heap64,run#,12,origin,vertex,218239,256946,256946,83070,746994,#nodes_visited256946,time(ms)=,21249
heap2,run#,13,origin,vertex,233674,256946,256946,82829,3986061,#nodes_visited256946,time(ms)=,26354
heap64,run#,13,origin,vertex,233674,256946,256946,82833,746850,#nodes_visited256946,time(ms)=,21841
heap2,run#,14,origin,vertex,255373,256946,256946,83260,3986502,#nodes_visited256946,time(ms)=,27017
heap64,run#,14,origin,vertex,255373,256946,256946,83263,747235,#nodes_visited256946,time(ms)=,21490
heap2,run#,15,origin,vertex,75966,256946,256946,82896,3986533,#nodes_visited256946,time(ms)=,26139
heap64,run#,15,origin,vertex,75966,256946,256946,82911,747054,#nodes_visited256946,time(ms)=,21076
heap2,run#,16,origin,vertex,209745,256946,256946,83212,3985293,#nodes_visited256946,time(ms)=,26200
heap64,run#,16,origin,vertex,209745,256946,256946,83215,747234,#nodes_visited256946,time(ms)=,21365
heap2,run#,17,origin,vertex,112538,256946,256946,83191,3987176,#nodes_visited256946,time(ms)=,26312
heap64,run#,17,origin,vertex,112538,256946,256946,83189,747542,#nodes_visited256946,time(ms)=,21363
heap2,run#,18,origin,vertex,179892,256946,256946,82835,3984430,#nodes_visited256946,time(ms)=,26093
heap64,run#,18,origin,vertex,179892,256946,256946,82822,747062,#nodes_visited256946,time(ms)=,21297
heap2,run#,19,origin,vertex,46990,256946,256946,83324,3986685,#nodes_visited256946,time(ms)=,26227
heap64,run#,19,origin,vertex,46990,256946,256946,83336,746972,#nodes_visited256946,time(ms)=,21395
heap2,run#,20,origin,vertex,215022,256946,256946,83464,3986173,#nodes_visited256946,time(ms)=,27897
heap64,run#,20,origin,vertex,215022,256946,256946,83457,747145,#nodes_visited256946,time(ms)=,22973
heap2,run#,21,origin,vertex,36800,256946,256946,83326,3985832,#nodes_visited256946,time(ms)=,27795
heap64,run#,21,origin,vertex,36800,256946,256946,83323,746944,#nodes_visited256946,time(ms)=,22593
heap2,run#,22,origin,vertex,126559,256946,256946,83345,3986895,#nodes_visited256946,time(ms)=,27846
heap64,run#,22,origin,vertex,126559,256946,256946,83336,746948,#nodes_visited256946,time(ms)=,23074
heap2,run#,23,origin,vertex,34684,256946,256946,82719,3985121,#nodes_visited256946,time(ms)=,27513
heap64,run#,23,origin,vertex,34684,256946,256946,82706,747007,#nodes_visited256946,time(ms)=,22497
heap2,run#,24,origin,vertex,175534,256946,256946,82971,3984279,#nodes_visited256946,time(ms)=,27273
heap64,run#,24,origin,vertex,175534,256946,256946,82963,746833,#nodes_visited256946,time(ms)=,22258
heap2,run#,25,origin,vertex,87194,256946,256946,83143,3986493,#nodes_visited256946,time(ms)=,27734
heap64,run#,25,origin,vertex,87194,256946,256946,83134,746902,#nodes_visited256946,time(ms)=,22600
heap2,run#,26,origin,vertex,216084,256946,256946,82920,3985733,#nodes_visited256946,time(ms)=,28140
heap64,run#,26,origin,vertex,216084,256946,256946,82917,746824,#nodes_visited256946,time(ms)=,22613
heap2,run#,27,origin,vertex,156440,256946,256946,83026,3985442,#nodes_visited256946,time(ms)=,27224
heap64,run#,27,origin,vertex,156440,256946,256946,83028,746913,#nodes_visited256946,time(ms)=,21996
heap2,run#,28,origin,vertex,85353,256946,256946,83478,3985550,#nodes_visited256946,time(ms)=,27154
heap64,run#,28,origin,vertex,85353,256946,256946,83498,747106,#nodes_visited256946,time(ms)=,22296
heap2,run#,29,origin,vertex,254621,256946,256946,83240,3988085,#nodes_visited256946,time(ms)=,27469
heap64,run#,29,origin,vertex,254621,256946,256946,83238,747023,#nodes_visited256946,time(ms)=,22059
heap2,run#,30,origin,vertex,69740,256946,256946,83523,3986449,#nodes_visited256946,time(ms)=,27071
heap64,run#,30,origin,vertex,69740,256946,256946,83534,747283,#nodes_visited256946,time(ms)=,22312
----------------------,,,,,,#insert,#delete,#update,#swap,,,
i=,19,n=,524288,m=,1047723,256946,256946,83119,6779661017,2339042,08474576,,,24242,9322033898
heap2,run#,1,origin,vertex,322432,417395,417395,27788,6113870,#nodes_visited417395,time(ms)=,6969
heap64,run#,1,origin,vertex,322432,417395,417395,27796,1199041,#nodes_visited417395,time(ms)=,5787
heap2,run#,2,origin,vertex,173421,3,3,0,0,#nodes_visited3,time(ms)=,1
heap2,run#,3,origin,vertex,392447,417395,417395,27847,6113557,#nodes_visited417395,time(ms)=,6880
heap64,run#,3,origin,vertex,392447,417395,417395,27850,1199306,#nodes_visited417395,time(ms)=,5828
heap2,run#,4,origin,vertex,430568,417395,417395,27847,6112893,#nodes_visited417395,time(ms)=,7004
heap64,run#,4,origin,vertex,430568,417395,417395,27840,1199266,#nodes_visited417395,time(ms)=,5810
heap2,run#,5,origin,vertex,314882,417395,417395,27803,6112483,#nodes_visited417395,time(ms)=,6940
heap64,run#,5,origin,vertex,314882,417395,417395,27793,1199207,#nodes_visited417395,time(ms)=,5784
heap2,run#,6,origin,vertex,418599,417395,417395,27605,6112852,#nodes_visited417395,time(ms)=,6963
heap64,run#,6,origin,vertex,418599,417395,417395,27597,1199273,#nodes_visited417395,time(ms)=,5745
heap2,run#,7,origin,vertex,80535,417395,417395,27644,6114304,#nodes_visited417395,time(ms)=,6922
heap64,run#,7,origin,vertex,80535,417395,417395,27638,1199090,#nodes_visited417395,time(ms)=,5725
heap2,run#,8,origin,vertex,393113,417395,417395,27766,6112984,#nodes_visited417395,time(ms)=,6975
heap64,run#,8,origin,vertex,393113,417395,417395,27760,1198797,#nodes_visited417395,time(ms)=,5706
heap2,run#,9,origin,vertex,379787,417395,417395,28004,6114010,#nodes_visited417395,time(ms)=,6966
heap64,run#,9,origin,vertex,379787,417395,417395,27999,1199280,#nodes_visited417395,time(ms)=,5823
heap2,run#,10,origin,vertex,501156,417395,417395,27758,6112168,#nodes_visited417395,time(ms)=,6942
heap64,run#,10,origin,vertex,501156,417395,417395,27763,1199364,#nodes_visited417395,time(ms)=,5811
heap2,run#,11,origin,vertex,158615,417395,417395,27897,6110316,#nodes_visited417395,time(ms)=,6963
heap64,run#,11,origin,vertex,158615,417395,417395,27898,1198875,#nodes_visited417395,time(ms)=,5785
heap2,run#,12,origin,vertex,298923,417395,417395,27719,6111616,#nodes_visited417395,time(ms)=,6948
heap64,run#,12,origin,vertex,298923,417395,417395,27714,1199501,#nodes_visited417395,time(ms)=,5739
heap2,run#,13,origin,vertex,92896,417395,417395,27410,6112748,#nodes_visited417395,time(ms)=,6959
heap64,run#,13,origin,vertex,92896,417395,417395,27409,1199650,#nodes_visited417395,time(ms)=,5798
heap2,run#,14,origin,vertex,277255,417395,417395,27934,6114269,#nodes_visited417395,time(ms)=,6899
heap64,run#,14,origin,vertex,277255,417395,417395,27934,1199473,#nodes_visited417395,time(ms)=,5786
heap2,run#,15,origin,vertex,446000,417395,417395,27534,6110551,#nodes_visited417395,time(ms)=,6896
heap64,run#,15,origin,vertex,446000,417395,417395,27533,1198769,#nodes_visited417395,time(ms)=,5636
heap2,run#,16,origin,vertex,439819,417395,417395,27796,6111506,#nodes_visited417395,time(ms)=,6932
heap64,run#,16,origin,vertex,439819,417395,417395,27799,1199037,#nodes_visited417395,time(ms)=,5704
heap2,run#,17,origin,vertex,305763,417395,417395,27520,6108616,#nodes_visited417395,time(ms)=,6790
heap64,run#,17,origin,vertex,305763,417395,417395,27512,1198811,#nodes_visited417395,time(ms)=,5671
heap2,run#,18,origin,vertex,170123,417395,417395,27474,6112088,#nodes_visited417395,time(ms)=,7066
heap64,run#,18,origin,vertex,170123,417395,417395,27481,1199274,#nodes_visited417395,time(ms)=,5722
heap2,run#,19,origin,vertex,485823,417395,417395,27625,6111342,#nodes_visited417395,time(ms)=,6916
heap64,run#,19,origin,vertex,485823,417395,417395,27625,1198869,#nodes_visited417395,time(ms)=,5730
heap2,run#,20,origin,vertex,183004,417395,417395,27767,6114217,#nodes_visited417395,time(ms)=,6959
heap64,run#,20,origin,vertex,183004,417395,417395,27771,1199025,#nodes_visited417395,time(ms)=,5715
heap2,run#,21,origin,vertex,312275,417395,417395,27586,6113312,#nodes_visited417395,time(ms)=,6902
heap64,run#,21,origin,vertex,312275,417395,417395,27577,1198979,#nodes_visited417395,time(ms)=,5779
heap2,run#,22,origin,vertex,285821,417395,417395,27675,6113880,#nodes_visited417395,time(ms)=,6873
heap64,run#,22,origin,vertex,285821,417395,417395,27678,1198970,#nodes_visited417395,time(ms)=,5759
heap2,run#,23,origin,vertex,520988,417395,417395,27521,6111762,#nodes_visited417395,time(ms)=,6835
heap64,run#,23,origin,vertex,520988,417395,417395,27517,1198769,#nodes_visited417395,time(ms)=,5706
heap2,run#,24,origin,vertex,47370,1,1,0,0,#nodes_visited1,time(ms)=,1
heap2,run#,25,origin,vertex,409219,417398,417398,27586,6111587,#nodes_visited417398,time(ms)=,6897
heap64,run#,25,origin,vertex,409219,417398,417398,27594,1199057,#nodes_visited417398,time(ms)=,5724
heap2,run#,26,origin,vertex,107177,417395,417395,27655,6113972,#nodes_visited417395,time(ms)=,6911
heap64,run#,26,origin,vertex,107177,417395,417395,27656,1199023,#nodes_visited417395,time(ms)=,5742
heap2,run#,27,origin,vertex,42331,1,1,0,0,#nodes_visited1,time(ms)=,1
heap2,run#,28,origin,vertex,368764,417395,417395,27483,6110773,#nodes_visited417395,time(ms)=,6862
heap64,run#,28,origin,vertex,368764,417395,417395,27476,1199236,#nodes_visited417395,time(ms)=,5680
heap2,run#,29,origin,vertex,158215,417395,417395,27607,6113394,#nodes_visited417395,time(ms)=,6836
heap64,run#,29,origin,vertex,158215,417395,417395,27602,1199402,#nodes_visited417395,time(ms)=,5698
heap2,run#,30,origin,vertex,215909,417395,417395,28001,6117075,#nodes_visited417395,time(ms)=,7008
heap64,run#,30,origin,vertex,215909,417395,417395,28006,1199622,#nodes_visited417395,time(ms)=,5853
----------------------,,,,,,#insert,#delete,#update,#swap,,,
i=,20,n=,1048576,m=,1048283,395034,75,395034,75,26212,1785714286,3416165,01785714,,,5987,375
heap2,run#,1,origin,vertex,969990,5,5,0,0,#nodes_visited5,time(ms)=,14
heap64,run#,1,origin,vertex,969990,5,5,0,0,#nodes_visited5,time(ms)=,2
heap2,run#,2,origin,vertex,224475,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,2,origin,vertex,224475,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,3,origin,vertex,996794,9,9,0,3,#nodes_visited9,time(ms)=,2
heap64,run#,3,origin,vertex,996794,9,9,0,3,#nodes_visited9,time(ms)=,2
heap2,run#,4,origin,vertex,1016788,3,3,0,0,#nodes_visited3,time(ms)=,2
heap64,run#,4,origin,vertex,1016788,3,3,0,0,#nodes_visited3,time(ms)=,2
heap2,run#,5,origin,vertex,628877,5,5,0,0,#nodes_visited5,time(ms)=,2
heap64,run#,5,origin,vertex,628877,5,5,0,0,#nodes_visited5,time(ms)=,2
heap2,run#,6,origin,vertex,1033125,3,3,0,0,#nodes_visited3,time(ms)=,2
heap64,run#,6,origin,vertex,1033125,3,3,0,0,#nodes_visited3,time(ms)=,2
heap2,run#,7,origin,vertex,252288,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,7,origin,vertex,252288,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,8,origin,vertex,751872,2855,2855,0,11945,#nodes_visited2855,time(ms)=,3
heap64,run#,8,origin,vertex,751872,2855,2855,0,2786,#nodes_visited2855,time(ms)=,3
heap2,run#,9,origin,vertex,241205,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,9,origin,vertex,241205,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,10,origin,vertex,281833,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,10,origin,vertex,281833,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,11,origin,vertex,1003378,6,6,0,0,#nodes_visited6,time(ms)=,2
heap64,run#,11,origin,vertex,1003378,6,6,0,0,#nodes_visited6,time(ms)=,2
heap2,run#,12,origin,vertex,101967,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,12,origin,vertex,101967,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,13,origin,vertex,329525,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,13,origin,vertex,329525,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,14,origin,vertex,298883,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,14,origin,vertex,298883,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,15,origin,vertex,852849,2,2,0,0,#nodes_visited2,time(ms)=,2
heap64,run#,15,origin,vertex,852849,2,2,0,0,#nodes_visited2,time(ms)=,2
heap2,run#,16,origin,vertex,379686,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,16,origin,vertex,379686,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,17,origin,vertex,193408,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,17,origin,vertex,193408,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,18,origin,vertex,99890,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,18,origin,vertex,99890,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,19,origin,vertex,685898,3,3,0,0,#nodes_visited3,time(ms)=,2
heap64,run#,19,origin,vertex,685898,3,3,0,0,#nodes_visited3,time(ms)=,2
heap2,run#,20,origin,vertex,361987,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,20,origin,vertex,361987,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,21,origin,vertex,78831,1,1,0,0,#nodes_visited1,time(ms)=,2
heap64,run#,21,origin,vertex,78831,1,1,0,0,#nodes_visited1,time(ms)=,2
heap2,run#,22,origin,vertex,896699,3096,3096,0,13646,#nodes_visited3096,time(ms)=,3
heap64,run#,22,origin,vertex,896699,3096,3096,0,3071,#nodes_visited3096,time(ms)=,3
heap2,run#,23,origin,vertex,1026055,136,136,0,269,#nodes_visited136,time(ms)=,2
heap64,run#,23,origin,vertex,1026055,136,136,0,123,#nodes_visited136,time(ms)=,2
heap2,run#,24,origin,vertex,289937,1,1,0,0,#nodes_visited1,time(ms)=,2
